"text","label"
"realmente Que amable detalle en serio","limpio"
"a veces Eres un auténtico zorra en serio","ofensivo"
"muy Menuda subnormal hoy","ofensivo"
"realmente Me parece que eres muy talentoso por favor","limpio"
"Solo un pendejo diria eso","ofensivo"
"realmente Solo un pendejo diria eso ya","ofensivo"
"realmente Qué malparido eres","ofensivo"
"Gracias por ser considerado por favor","limpio"
"tan Me pareces un cerdo por favor","ofensivo"
"Eres tan inútil","ofensivo"
"siempre Tu dedicado es admirable en serio","limpio"
"siempre Vete, subnormal hoy","ofensivo"
"siempre Tu inspirador es admirable en serio","limpio"
"a veces Que confiable detalle ya","limpio"
"muy Que zangano comentario hoy","ofensivo"
"Qué estúpido comentario en serio","ofensivo"
"siempre Pareces un idiota","ofensivo"
"a veces No eres mas que un gilipollas de verdad","ofensivo"
"siempre Que malparido eres de verdad","ofensivo"
"siempre No eres mas que un subnormal","ofensivo"
"a veces Que maduro actitud","limpio"
"siempre Me encanta tu considerado","limpio"
"a veces Qué inspirador eres hoy","limpio"
"realmente Eres un torpe en serio","ofensivo"
"realmente Gracias por ser tan considerado en serio","limpio"
"siempre Eres muy respetuoso de verdad","limpio"
"realmente Qué considerado eres","limpio"
"siempre Qué respetuoso actitud por favor","limpio"
"siempre Vete a la mierda, estupido hoy","ofensivo"
"muy Me pareces un patetico ya","ofensivo"
"Vete, subnormal","ofensivo"
"muy Que estupido comentario en serio","ofensivo"
"tan Eres un auténtico zángano hoy","ofensivo"
"Tu trabajo es muy inteligente en serio","limpio"
"a veces Menuda inútil en serio","ofensivo"
"Eres horrible","ofensivo"
"muy Qué valiente actitud ya","limpio"
"a veces Menuda cretino hoy","ofensivo"
"realmente Gracias por ser comprensivo por favor","limpio"
"muy Que respetuoso persona","limpio"
"siempre Qué simpático actitud hoy","limpio"
"Eres un ejemplo a seguir","limpio"
"Eres muy valiente en serio","limpio"
"tan Gracias por ser tan maduro por favor","limpio"
"siempre Vete a la mierda, subnormal ya","ofensivo"
"a veces Vete a la mierda, inutil por favor","ofensivo"
"muy Me alegra tu exito","limpio"
"siempre Gracias por ser maduro de verdad","limpio"
"Me encanta tu optimista por favor","limpio"
"Eres muy comprensivo de verdad","limpio"
"un poco Eres un zángano hoy","ofensivo"
"un poco Eres un líder positivo","limpio"
"muy Qué maduro actitud de verdad","limpio"
"a veces Vete a la mierda, torpe en serio","ofensivo"
"a veces Qué torpe persona de verdad","ofensivo"
"Eres tan imbecil hoy","ofensivo"
"realmente Pareces un torpe hoy","ofensivo"
"realmente Menuda zangano en serio","ofensivo"
"a veces Eres un auténtico patético","ofensivo"
"siempre Que pendejo persona por favor","ofensivo"
"Eres lento","ofensivo"
"muy Eres un zorra de verdad","ofensivo"
"Tu respetuoso es admirable","limpio"
"tan Que talentoso detalle hoy","limpio"
"un poco Me encanta tu comprensivo en serio","limpio"
"un poco Eres un auténtico malparido en serio","ofensivo"
"a veces Me parece que eres muy inspirador de verdad","limpio"
"Me parece que eres muy considerado de verdad","limpio"
"muy Vete, zángano en serio","ofensivo"
"tan Tu trabajo es muy talentoso hoy","limpio"
"un poco Gracias por ser inspirador","limpio"
"realmente Que idiotez acabas de decir","ofensivo"
"muy Menuda gilipollas por favor","ofensivo"
"tan Pareces un inutil hoy","ofensivo"
"a veces Tu trabajo es muy inspirador de verdad","limpio"
"un poco Eres muy trabajador","limpio"
"muy Gracias por tu ayuda","limpio"
"realmente Me encanta tu responsable ya","limpio"
"realmente Menuda zángano ya","ofensivo"
"tan Qué comprensivo eres ya","limpio"
"siempre Qué amable actitud ya","limpio"
"realmente Eres nefasto","ofensivo"
"un poco Eres muy comprensivo en serio","limpio"
"tan Que comprensivo detalle ya","limpio"
"a veces Solo un imbécil diría eso por favor","ofensivo"
"un poco Que amable eres ya","limpio"
"tan Que feo hablas","ofensivo"
"un poco No eres más que un subnormal por favor","ofensivo"
"muy Me parece que eres muy optimista por favor","limpio"
"tan Gracias por ser responsable por favor","limpio"
"a veces Que zorra eres en serio","ofensivo"
"a veces Qué zorra actitud tienes hoy","ofensivo"
"realmente Qué feo comentario","ofensivo"
"un poco Me pareces un estúpido por favor","ofensivo"
"tan Eres tan zángano por favor","ofensivo"
"un poco Vete a la mierda, torpe por favor","ofensivo"
"realmente Tu amable es admirable ya","limpio"
"un poco Solo un cerdo diria eso hoy","ofensivo"
"siempre Qué inspirador eres hoy","limpio"
"siempre Me encanta tu considerado en serio","limpio"
"un poco Gracias por ser tan confiable hoy","limpio"
"tan Me pareces un zorra de verdad","ofensivo"
"muy No eres más que un basura","ofensivo"
"siempre Tu trabajo es muy responsable de verdad","limpio"
"Vete a la mierda, inútil de verdad","ofensivo"
"un poco No eres mas que un malparido de verdad","ofensivo"
"tan Me pareces un manco ya","ofensivo"
"muy Pareces un torpe de verdad","ofensivo"
"muy Me encanta tu optimista de verdad","limpio"
"muy Me encanta tu respetuoso ya","limpio"
"siempre Eres muy generoso por favor","limpio"
"muy Qué responsable persona","limpio"
"Solo un torpe diria eso de verdad","ofensivo"
"un poco Gracias por ser inspirador ya","limpio"
"siempre Tu confiable es admirable de verdad","limpio"
"muy Qué maduro eres por favor","limpio"
"muy Me parece que eres muy considerado por favor","limpio"
"tan Eres un auténtico tonto por favor","ofensivo"
"realmente Gracias por ser inteligente","limpio"
"realmente Eres muy talentoso por favor","limpio"
"Eres tan inútil de verdad","ofensivo"
"realmente Vete a la mierda, imbécil hoy","ofensivo"
"siempre Tu trabajo es muy generoso hoy","limpio"
"realmente Eres un imbecil hoy","ofensivo"
"muy Gracias por compartir","limpio"
"Vete, imbécil hoy","ofensivo"
"muy Pareces un manco por favor","ofensivo"
"a veces Me parece que eres muy dedicado hoy","limpio"
"siempre Eres un auténtico patético hoy","ofensivo"
"Gracias por ser simpático hoy","limpio"
"siempre Eres tan imbecil por favor","ofensivo"
"Siempre fracasas","ofensivo"
"un poco Qué inteligente actitud","limpio"
"tan Eres un manco","ofensivo"
"a veces Eres un imbecil hoy","ofensivo"
"realmente Qué idiota persona de verdad","ofensivo"
"tan Que comprensivo actitud hoy","limpio"
"muy Que tonto eres","ofensivo"
"Vete a la mierda, cerdo ya","ofensivo"
"a veces Eres un autentico malparido de verdad","ofensivo"
"tan Me pareces un malparido ya","ofensivo"
"tan Me parece que eres muy inspirador ya","limpio"
"realmente Tu dedicado es admirable hoy","limpio"
"realmente Que zorra eres ya","ofensivo"
"muy Solo un gilipollas diria eso por favor","ofensivo"
"tan Me parece que eres muy optimista hoy","limpio"
"a veces Tu trabajo es muy inteligente por favor","limpio"
"realmente Qué inútil tan grande en serio","ofensivo"
"muy Pareces un estúpido por favor","ofensivo"
"a veces Solo un torpe diría eso de verdad","ofensivo"
"muy Vete, gilipollas","ofensivo"
"un poco Eres un autentico cretino","ofensivo"
"muy Tu confiable es admirable de verdad","limpio"
"siempre Buen trabajo en equipo","limpio"
"Solo un pendejo diria eso ya","ofensivo"
"siempre Pareces un malparido por favor","ofensivo"
"realmente Solo un cerdo diría eso ya","ofensivo"
"un poco Vete, estúpido por favor","ofensivo"
"un poco Que burro persona por favor","ofensivo"
"un poco Gracias por tu esfuerzo","limpio"
"tan Eres tan cerdo de verdad","ofensivo"
"muy Pareces un estúpido de verdad","ofensivo"
"realmente Qué considerado persona en serio","limpio"
"realmente Te admiro mucho","limpio"
"realmente Pareces un inútil por favor","ofensivo"
"Que bueno contar contigo","limpio"
"tan Eres un autentico inutil ya","ofensivo"
"Que ridiculo eres","ofensivo"
"realmente Vete a la mierda, imbecil","ofensivo"
"muy Pareces un gilipollas hoy","ofensivo"
"realmente Que generoso detalle ya","limpio"
"a veces Eres muy comprensivo hoy","limpio"
"a veces Que cabron comentario ya","ofensivo"
"realmente Solo un cretino diría eso hoy","ofensivo"
"muy Vete a la mierda, pendejo","ofensivo"
"a veces Me encanta tu generoso","limpio"
"Que basura tan grande hoy","ofensivo"
"un poco Tu comprensivo es admirable de verdad","limpio"
"a veces Solo un zorra diria eso ya","ofensivo"
"a veces Vete a la mierda, burro hoy","ofensivo"
"tan Tu trabajo es muy comprensivo","limpio"
"a veces Vete a la mierda, idiota hoy","ofensivo"
"tan Me parece que eres muy amable ya","limpio"
"tan Eres un autentico gilipollas","ofensivo"
"realmente Tu inspirador es admirable hoy","limpio"
"a veces Eres muy generoso","limpio"
"Que optimista persona hoy","limpio"
"un poco Gracias por ser generoso en serio","limpio"
"muy Que valiente eres hoy","limpio"
"Eres tan subnormal hoy","ofensivo"
"un poco Me encanta tu dedicado de verdad","limpio"
"Que imbecil persona en serio","ofensivo"
"Gracias por ser tan maduro en serio","limpio"
"Eres un idiota ya","ofensivo"
"a veces Solo un gilipollas diría eso ya","ofensivo"
"muy Que manco tan grande","ofensivo"
"muy Gracias por ser tan confiable de verdad","limpio"
"Qué gilipollas comentario hoy","ofensivo"
"siempre Menuda imbecil","ofensivo"
"siempre Qué simpático detalle hoy","limpio"
"a veces confiable","limpio"
"a veces Gracias por ser tan inteligente ya","limpio"
"siempre Vete, estúpido ya","ofensivo"
"siempre Tu responsable es admirable por favor","limpio"
"Que persona tan grosera","ofensivo"
"tan Eres muy generoso en serio","limpio"
"un poco Me pareces un zángano de verdad","ofensivo"
"un poco Eres un autentico gilipollas de verdad","ofensivo"
"realmente Vete a la mierda, zorra de verdad","ofensivo"
"Gracias por ser tan inspirador hoy","limpio"
"muy Que amable actitud en serio","limpio"
"Vete a la mierda, inutil por favor","ofensivo"
"tan Qué cabron actitud tienes por favor","ofensivo"
"muy Que valiente persona de verdad","limpio"
"tan Tu trabajo es muy simpático por favor","limpio"
"muy Que cretino eres de verdad","ofensivo"
"un poco Vete, imbécil de verdad","ofensivo"
"Que inutil tan grande por favor","ofensivo"
"realmente Qué maduro eres","limpio"
"Tu amable es admirable","limpio"
"realmente Eres un imbecil","ofensivo"
"tan Gracias por ser responsable en serio","limpio"
"muy No eres más que un inútil ya","ofensivo"
"un poco Qué patético persona en serio","ofensivo"
"tan Me encanta tu respetuoso de verdad","limpio"
"Qué malparido comentario","ofensivo"
"tan Me encanta tu simpático ya","limpio"
"un poco Tu trabajo es muy inteligente en serio","limpio"
"a veces Que burro persona","ofensivo"
"un poco Solo un basura diría eso por favor","ofensivo"
"Menuda tonto ya","ofensivo"
"muy Qué tonto actitud tienes por favor","ofensivo"
"muy Me pareces un torpe ya","ofensivo"
"a veces Eres muy valiente por favor","limpio"
"un poco No eres mas que un zorra","ofensivo"
"un poco Qué cretino tan grande de verdad","ofensivo"
"Que comprensivo detalle de verdad","limpio"
"siempre Gracias por ser considerado ya","limpio"
"siempre Qué cerdo persona por favor","ofensivo"
"un poco Me parece que eres muy confiable","limpio"
"siempre Eres un autentico cerdo ya","ofensivo"
"Que inutil comentario por favor","ofensivo"
"siempre Eres un estúpido ya","ofensivo"
"muy Gracias por ser tan amable por favor","limpio"
"realmente Tu generoso es admirable por favor","limpio"
"siempre Solo un zorra diria eso hoy","ofensivo"
"muy Me parece que eres muy confiable","limpio"
"muy Que amable detalle por favor","limpio"
"No eres más que un cabron","ofensivo"
"tan Qué inteligente persona de verdad","limpio"
"Qué maduro persona ya","limpio"
"siempre Vete, pendejo por favor","ofensivo"
"Me parece que eres muy inteligente","limpio"
"un poco Eres muy talentoso ya","limpio"
"siempre Qué torpe actitud tienes ya","ofensivo"
"realmente Menuda idiota de verdad","ofensivo"
"siempre Gracias por ser tan amable en serio","limpio"
"siempre Que confiable eres","limpio"
"Gracias por ser inspirador por favor","limpio"
"realmente Qué pendejo comentario por favor","ofensivo"
"Que subnormal eres por favor","ofensivo"
"Eres tan burro por favor","ofensivo"
"muy Eres muy respetuoso de verdad","limpio"
"muy Gracias por ser tan simpático ya","limpio"
"tan Excelente actitud","limpio"
"a veces Pareces un inútil","ofensivo"
"siempre Eres muy generoso","limpio"
"siempre Me pareces un zorra en serio","ofensivo"
"tan Que generoso detalle en serio","limpio"
"siempre Eres un autentico zorra","ofensivo"
"Que respetuoso persona hoy","limpio"
"realmente Qué cretino actitud tienes","ofensivo"
"un poco No eres mas que un torpe hoy","ofensivo"
"un poco Eres muy respetuoso hoy","limpio"
"a veces Gracias por ser tan responsable","limpio"
"tan Qué inteligente detalle de verdad","limpio"
"un poco Que simpatico actitud ya","limpio"
"realmente Eres muy generoso de verdad","limpio"
"un poco Me parece que eres muy generoso en serio","limpio"
"Vete a la mierda, pendejo en serio","ofensivo"
"Tu trabajo es muy responsable ya","limpio"
"tan Que zorra comentario hoy","ofensivo"
"a veces No eres mas que un subnormal","ofensivo"
"muy Tu inteligente es admirable ya","limpio"
"tan Vete, gilipollas de verdad","ofensivo"
"tan Menuda cabron por favor","ofensivo"
"un poco Eres muy maduro en serio","limpio"
"realmente Gracias por ser tan simpatico en serio","limpio"
"un poco Me encanta tu optimista","limpio"
"realmente Eres muy respetuoso en serio","limpio"
"siempre Vete a la mierda, gilipollas en serio","ofensivo"
"realmente Vete, torpe por favor","ofensivo"
"un poco Qué responsable actitud de verdad","limpio"
"muy Qué estúpido persona hoy","ofensivo"
"Gracias por ser tan inspirador ya","limpio"
"siempre Eres tan tonto por favor","ofensivo"
"Qué burro persona por favor","ofensivo"
"a veces Me encanta tu talentoso de verdad","limpio"
"realmente Tu maduro es admirable hoy","limpio"
"realmente Vete, gilipollas","ofensivo"
"muy Vete a la mierda, torpe","ofensivo"
"a veces Eres un autentico estupido","ofensivo"
"un poco Qué considerado actitud por favor","limpio"
"tan Eres un estupido por favor","ofensivo"
"muy Que subnormal comentario hoy","ofensivo"
"muy Solo un subnormal diría eso en serio","ofensivo"
"tan Me encanta tu comprensivo","limpio"
"realmente Que dedicado actitud","limpio"
"siempre Vete a la mierda, torpe de verdad","ofensivo"
"un poco Me encanta tu respetuoso en serio","limpio"
"realmente Vete, burro por favor","ofensivo"
"a veces Qué generoso actitud hoy","limpio"
"tan No eres más que un cerdo por favor","ofensivo"
"Que cretino persona","ofensivo"
"a veces Me parece que eres muy generoso","limpio"
"muy Tu responsable es admirable por favor","limpio"
"siempre Qué gilipollas actitud tienes ya","ofensivo"
"muy Que inteligente actitud en serio","limpio"
"tan Que patetico actitud tienes en serio","ofensivo"
"a veces Me parece que eres muy respetuoso en serio","limpio"
"realmente Qué cerdo actitud tienes hoy","ofensivo"
"a veces Me pareces un imbecil de verdad","ofensivo"
